OrderNumber,TrackingID,ReferenceValue,ShipDate,StatusDate,ClearanceStatusType,CartonCount,PieceCount,Code,LookupDepot_Description,AssignedDepotCode,Accounts_Description,StatusType,Label
0034261151,41279,34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45253,34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45253,34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,43790,34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,41279,34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,41279,34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45449,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45271,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61622,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61622,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59135,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61624,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61622,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61624,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,41279,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45449,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45449,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45449,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45271,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45271,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45271,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61624,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59135,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59135,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59091,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59091,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59091,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61622,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59135,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61624,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,53738,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,53738,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,53738,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59091,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,53738,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45253,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,42087,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,42087,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,42087,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,42087,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45253,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,41279,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45253,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45253,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,43790,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,41279,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,41279,Plomb41110 shipment# 34261151-m,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45449,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45271,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61622,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61622,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59135,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61624,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61622,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61624,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,41279,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45449,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45449,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45449,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45271,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45271,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45271,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61624,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59135,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59135,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59091,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,59091,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59091,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,61622,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59135,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,61624,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,56409,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,53738,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,53738,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,53738,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,59091,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,53738,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45253,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,42087,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,42087,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,42087,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,42087,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,45253,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,63715,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,41279,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,0034261151,3/4/2020,3/17/2020,0,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Not Clearable
0034261151,43790,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45253,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,45253,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,43790,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
0034261151,41279,0034261151,3/4/2020,3/17/2020,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",212,Retrieve-Clearable
