AssignedDepotCode,Report Date,ShipDate,PinClientAssigned,Pin,ConsolePin,ShipMethodOriginal,OrderNumber,PieceCount,Weight,OCity,OArea,StatusType,ClearanceStatusType
MEM,3/26/2020,3/25/2020,TVY000001375,TVY000001375,TVY000001375,Package,0034414309,3,5.66,Sheridan,AR,Dispatched,1
MEM,3/26/2020,3/25/2020,TVY000001379,TVY000001379,TVY000001379,Package,0034414311,1,0.42,Sheridan,AR,Dispatched,1
MEM,3/26/2020,3/25/2020,TVY000001390,TVY000001390,TVY000001390,Package,0034414385,1,0.78,Sheridan,AR,Dispatched,1
MEM,3/26/2020,3/25/2020,TVY000001389,TVY000001389,TVY000001389,Package,0034414386,1,1.3,Sheridan,AR,Dispatched,1
MEM,3/26/2020,3/25/2020,TVY000001388,TVY000001388,TVY000001388,Package,0034414387,1,0.76,Sheridan,AR,Dispatched,1
MEM,3/26/2020,3/25/2020,TVY000001419,TVY000001419,TVY000001419,Package,0034417654,1,7.16,Sheridan,AR,Dispatched,1
MEM,3/26/2020,3/4/2020,TVY000000619,TVY000000619,TVY000000619,Package,0034261151,1,0.06,Sheridan,AR,Held,0
MEM,3/26/2020,3/13/2020,00100406889907138651,8319516459,8319516459,Pallet,0034317947,2,476,Desoto,TX,Held,0
MEM,3/26/2020,3/24/2020,TVY000001370,TVY000001370,TVY000001370,Package,0034392500,2,6.54,Sheridan,AR,Held,1
MEM,3/26/2020,3/24/2020,TVY000001335,TVY000001335,TVY000001332,Package,0034392521,4,20.06,Sheridan,AR,Held,1
MEM,3/26/2020,3/24/2020,TVY000001334,TVY000001334,TVY000001332,Package,0034392521,4,10.66,Sheridan,AR,Held,1
MEM,3/26/2020,3/24/2020,TVY000001333,TVY000001333,TVY000001332,Package,0034392521,4,26.32,Sheridan,AR,Held,1
MEM,3/26/2020,3/24/2020,00000872063336581093,8320246823,8320246823,Pallet,0034406042,1,264.82,Sheridan,AR,Held,0
MEM,3/26/2020,3/12/2020,TTW000000046,TTW000000046,TTW000000046,Package,TTW000000046,0,14.8,Union City,TN,Held,0
MEM,3/26/2020,3/19/2020,TVY000001160,TVY000001160,TVY000001160,Package,TVY000001160,0,0.08,Sheridan,AR,Held,0
MEM,3/26/2020,3/17/2020,TWB000001231,TWB000001231,TWB000001231,Package,TWB000001231,0,15,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001234,TWB000001234,TWB000001234,Package,TWB000001234,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001236,TWB000001236,TWB000001236,Package,TWB000001236,0,15,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001237,TWB000001237,TWB000001237,Package,TWB000001237,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001239,TWB000001239,TWB000001239,Package,TWB000001239,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001241,TWB000001241,TWB000001241,Package,TWB000001241,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001244,TWB000001244,TWB000001244,Package,TWB000001244,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001245,TWB000001245,TWB000001241,Package,TWB000001245,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001247,TWB000001247,TWB000001234,Package,TWB000001247,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001248,TWB000001248,TWB000001237,Package,TWB000001248,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001249,TWB000001249,TWB000001249,Package,TWB000001249,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001254,TWB000001254,TWB000001234,Package,TWB000001254,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001262,TWB000001262,TWB000001262,Package,TWB000001262,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001263,TWB000001263,TWB000001262,Package,TWB000001263,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001264,TWB000001264,TWB000001264,Package,TWB000001264,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001265,TWB000001265,TWB000001264,Package,TWB000001265,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001266,TWB000001266,TWB000001266,Package,TWB000001266,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001268,TWB000001268,TWB000001237,Package,TWB000001268,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/17/2020,TWB000001269,TWB000001269,TWB000001244,Package,TWB000001269,0,10,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001296,TWB000001296,TWB000001296,Package,TWB000001296,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001298,TWB000001298,TWB000001298,Package,TWB000001298,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001299,TWB000001299,TWB000001299,Package,TWB000001299,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001300,TWB000001300,TWB000001300,Package,TWB000001300,0,7.85,Desoto,TX,Held,0
